,country,city_ascii,iso3
3748,Tunisia,Beja,TUN
3749,Canada,Drummondville,CAN
3750,Vietnam,Ben Tre,VNM
3751,Brazil,Carazinho,BRA
3752,Brazil,Santa Rosa,BRA
3753,Finland,Lappeenranta,FIN
3754,United States,Fountainebleau,USA
3755,United States,Brookline,USA
3756,Dominican Republic,Azua,DOM
3757,Argentina,Viedma,ARG
3758,Paraguay,Concepcion,PRY
3759,Brazil,Manacapuru,BRA
3760,Papua New Guinea,Mount Hagen,PNG
3761,United States,White Plains,USA
3762,Congo (Kinshasa),Kabinda,COD
3763,United States,The Hammocks,USA
3764,Brazil,Telemaco Borba,BRA
3765,Brazil,Guanambi,BRA
3766,United States,Huntington Park,USA
3767,United States,Arcadia,USA
3768,Thailand,Kamphaeng Phet,THA
3769,Kenya,Embu,KEN
3770,United States,Union,USA
3771,United States,Margate,USA
3772,Thailand,Chaiyaphum,THA
3773,Côte D’Ivoire,Bondoukou,CIV
3774,United States,Jefferson City,USA
3775,Albania,Korce,ALB
3776,Colombia,San Andres,COL
3777,United States,Tamiami,USA
3778,France,Agen,FRA
3779,Turkey,Kirklareli,TUR
3780,Namibia,Rundu,NAM
3781,Brazil,Ariquemes,BRA
3782,Vietnam,Hai Duong,VNM
3783,Argentina,Ushuaia,ARG
3784,United States,Middletown,USA
3785,New Zealand,Napier,NZL
3786,United States,Medford,USA
3787,China,Suileng,CHN
3788,Thailand,Lop Buri,THA
3789,Mexico,Linares,MEX
3790,Brazil,Timbauba,BRA
3791,United States,Carson City,USA
3792,Brazil,Picos,BRA
3793,Brazil,Arcoverde,BRA
3794,Brazil,Braganca,BRA
3795,Jordan,Al Mafraq,JOR
3796,Costa Rica,Puntarenas,CRI
3797,United States,New Brunswick,USA
3798,Lesotho,Mafeteng,LSO
3799,Finland,Vaasa,FIN
3800,Greece,Rodos,GRC
3801,Algeria,Adrar,DZA
3802,Uganda,Kitgum,UGA
3803,Brazil,Serrinha,BRA
3804,Ethiopia,Jijiga,ETH
3805,Brazil,Vacaria,BRA
3806,Hungary,Eger,HUN
3807,Guatemala,Puerto Barrios,GTM
3808,Iraq,Tikrit,IRQ
3809,Brazil,Janauba,BRA
3810,Central African Republic,Kaga Bandoro,CAF
3811,Taiwan,Magong,TWN
3812,Brazil,Formiga,BRA
3813,Afghanistan,Pul-e Khumri,AFG
3814,Mauritania,Zouerate,MRT
3815,United States,Fountain Valley,USA
3816,United States,Oak Lawn,USA
3817,Kenya,Bungoma,KEN
3818,Fiji,Lautoka,FJI
3819,United States,Hempstead,USA
3820,Brazil,Itapipoca,BRA
3821,Poland,Elk,POL
3822,Sweden,Halmstad,SWE
3823,Brazil,Estancia,BRA
3824,Portugal,Evora,PRT
3825,United States,Berwyn,USA
3826,Uruguay,Melo,URY
3827,Uruguay,Maldonado,URY
3828,United States,Ithaca,USA
3829,Brazil,Sao Gabriel,BRA
3830,Thailand,Nakhon Phanom,THA
3831,Brazil,Sao Jose de Ribamar,BRA
3832,United States,Aloha,USA
3833,United States,Hoboken,USA
3834,Peru,Abancay,PER
3835,Thailand,Kalasin,THA
3836,Libya,Murzuq,LBY
3837,Croatia,Karlovac,HRV
3838,Brazil,Caico,BRA
3839,United States,Paramount,USA
3840,France,Tarbes,FRA
3841,Mexico,Nuevo Casas Grandes,MEX
3842,Nicaragua,Juigalpa,NIC
3843,United States,Irvington,USA
3844,United States,Rosemead,USA
3845,Peru,Moquegua,PER
3846,France,Ajaccio,FRA
3847,Uruguay,Tacuarembo,URY
3848,United States,West New York,USA
3849,Portugal,Aveiro,PRT
3850,Ukraine,Chornomors'k,UKR
3851,United States,Revere,USA
3852,Czechia,Jihlava,CZE
3853,Vietnam,Bac Giang,VNM
3854,Azerbaijan,Yevlax,AZE
3855,Mexico,San Pedro,MEX
3856,Afghanistan,Charikar,AFG
3857,Thailand,Suphan Buri,THA
3858,Finland,Joensuu,FIN
3859,Brazil,Coari,BRA
3860,Brazil,Registro,BRA
3861,France,Saint-Brieuc,FRA
3862,Mexico,Taxco de Alarcon,MEX
3863,Brazil,Camaqua,BRA
3864,Bulgaria,Veliko Tarnovo,BGR
3865,Spain,Arrecife,ESP
3866,Brazil,Crateus,BRA
3867,United States,Perth Amboy,USA
3868,Romania,Slobozia,ROU
3869,Zambia,Mongu,ZMB
3870,Venezuela,Puerto Ayacucho,VEN
3871,Cambodia,Pursat,KHM
3872,Norway,Tromso,NOR
3873,Spain,Merida,ESP
3874,Brazil,Andradina,BRA
3875,Brazil,Barra do Garcas,BRA
3876,United States,Aspen Hill,USA
3877,Canada,Fredericton,CAN
3878,Kyrgyzstan,Naryn,KGZ
3879,United States,Oak Park,USA
3880,New Zealand,Whangarei,NZL
3881,United States,Placentia,USA
3882,Brazil,Batatais,BRA
3883,Canada,Chilliwack,CAN
3884,El Salvador,Usulutan,SLV
3885,United States,Levittown,USA
3886,United States,Aliso Viejo,USA
3887,Thailand,Maha Sarakham,THA
3888,Venezuela,Tucupita,VEN
3889,Brazil,Itacoatiara,BRA
3890,Tunisia,Jendouba,TUN
3891,United States,Plainfield,USA
3892,Denmark,Vejle,DNK
3893,Côte D’Ivoire,Seguela,CIV
3894,Kenya,Nyeri,KEN
3895,Nicaragua,Jinotega,NIC
3896,Bulgaria,Kyustendil,BGR
3897,United States,Cerritos,USA
3898,Italy,Campobasso,ITA
3899,Guatemala,Jutiapa,GTM
3900,Thailand,Phetchabun,THA
3901,Congo (Kinshasa),Gbadolite,COD
3902,Brazil,Araguaina,BRA
3903,Venezuela,Trujillo,VEN
3904,Jordan,Ma`an,JOR
3905,Cambodia,Sisophon,KHM
3906,United States,Lakewood,USA
3907,United States,Helena,USA
3908,Cambodia,Kampot,KHM
3909,United States,Wheaton,USA
3910,United States,North Bethesda,USA
3911,Burma,Hpa-An,MMR
3912,Egypt,Al Kharijah,EGY
3913,Tanzania,Chake Chake,TZA
3914,Botswana,Maun,BWA
3915,Russia,Kanash,RUS
3916,Côte D’Ivoire,Odienne,CIV
3917,Afghanistan,Zaranj,AFG
3918,Niger,Dosso,NER
3919,Thailand,Chachoengsao,THA
3920,South Africa,Vryburg,ZAF
3921,Russia,Morshansk,RUS
3922,Romania,Alexandria,ROU
3923,Brazil,Quixada,BRA
3924,Ireland,Waterford,IRL
3925,United States,Florin,USA
3926,United States,Country Club,USA
3927,New Zealand,Invercargill,NZL
3928,Canada,Shawinigan,CAN
3929,United States,La Mirada,USA
3930,United States,Cypress,USA
3931,Cyprus,Larnaca,CYP
3932,Brazil,Barra do Corda,BRA
3933,United States,Bloomfield,USA
3934,Canada,Cornwall,CAN
3935,United States,Ceres,USA
3936,Sweden,Lulea,SWE
3937,Thailand,Songkhla,THA
3938,Brazil,Floriano,BRA
3939,Botswana,Serowe,BWA
3940,Philippines,Vigan,PHL
3941,Mexico,Valladolid,MEX
3942,Brazil,Senhor do Bonfim,BRA
3943,United States,Covina,USA
3944,El Salvador,Cojutepeque,SLV
3945,Afghanistan,Asadabad,AFG
3946,Brazil,Rio Verde,BRA
3947,Dominican Republic,Mao,DOM
3948,Brazil,Ponte Nova,BRA
3949,Turkey,Mugla,TUR
3950,Rwanda,Kibuye,RWA
3951,Tunisia,El Kef,TUN
3952,Brazil,Guaxupe,BRA
3953,Brazil,Goianesia,BRA
3954,Mexico,Ciudad de Huajuapam de Leon,MEX
3955,Sri Lanka,Ratnapura,LKA
3956,Brazil,Capanema,BRA
3957,Peru,Moyobamba,PER
3958,United States,Antelope,USA
3959,Lesotho,Leribe,LSO
3960,Mexico,Autlan de Navarro,MEX
3961,Brazil,Itamaraju,BRA
3962,Russia,Mtsensk,RUS
3963,Sri Lanka,Badulla,LKA
3964,Brazil,Campo Belo,BRA
3965,Ethiopia,Aksum,ETH
3966,Bulgaria,Montana,BGR
3967,United States,North Highlands,USA
3968,Brazil,Itaberaba,BRA
3969,Thailand,Buri Ram,THA
3970,Finland,Hameenlinna,FIN
3971,Greece,Lamia,GRC
3972,Kenya,Meru,KEN
3973,Mauritania,Rosso,MRT
3974,Brazil,Breves,BRA
3975,Mexico,Progreso,MEX
3976,Jamaica,Mandeville,JAM
3977,Uganda,Busia,UGA
3978,Honduras,Nacaome,HND
3979,Somalia,Boosaaso,SOM
3980,Guyana,New Amsterdam,GUY
3981,Albania,Berat,ALB
3982,Botswana,Kanye,BWA
3983,Zambia,Choma,ZMB
3984,Brazil,Leopoldina,BRA
3985,Tanzania,Njombe,TZA
3986,Finland,Kokkola,FIN
3987,South Sudan,Aweil,SSD
3988,Finland,Mikkeli,FIN
3989,Netherlands,Middelburg,NLD
3990,United States,Everett,USA
3991,United States,Hollister,USA
3992,Sweden,Ostersund,SWE
3993,Tunisia,Mahdia,TUN
3994,Panama,Santiago,PAN
3995,Puerto Rico,Trujillo Alto,PRI
3996,France,Nevers,FRA
3997,Liberia,Gbarnga,LBR
3998,Guatemala,Jalapa,GTM
3999,Chile,Coyhaique,CHL
4000,Kenya,Wajir,KEN
4001,Congo (Kinshasa),Buta,COD
4002,Sri Lanka,Puttalam,LKA
4003,Greece,Komotini,GRC
4004,Costa Rica,Liberia,CRI
4005,Guatemala,Solola,GTM
4006,Burkina Faso,Dedougou,BFA
4007,United States,Hackensack,USA
4008,United States,Altadena,USA
4009,Brazil,Cameta,BRA
4010,United Kingdom,Inverness,GBR
4011,Portugal,Leiria,PRT
4012,United States,Oakland Park,USA
4013,Uganda,Iganga,UGA
4014,United States,Arlington,USA
4015,United States,University,USA
4016,India,Itanagar,IND
4017,Brazil,Piripiri,BRA
4018,Thailand,Si Sa Ket,THA
4019,Guyana,Linden,GUY
4020,Uganda,Kabale,UGA
4021,United States,Cleveland Heights,USA
4022,Sweden,Trollhattan,SWE
4023,United States,Annandale,USA
4024,Brazil,Camocim,BRA
4025,Bolivia,Cobija,BOL
4026,United Arab Emirates,Umm al Qaywayn,ARE
4027,Peru,Huancavelica,PER
4028,Nicaragua,Bluefields,NIC
4029,Brazil,Aracati,BRA
4030,Mauritania,Atar,MRT
4031,United States,North Lauderdale,USA
4032,Estonia,Parnu,EST
4033,United States,North Miami Beach,USA
4034,Panama,Chitre,PAN
4035,Brazil,Inhumas,BRA
4036,Canada,Belleville,CAN
4037,United States,Whitney,USA
4038,Ethiopia,Hagere Hiywet,ETH
4039,Thailand,Phatthalung,THA
4040,United States,Freeport,USA
4041,Brazil,Ararangua,BRA
4042,Gabon,Oyem,GAB
4043,United States,Salem,USA
4044,United States,San Bruno,USA
4045,United States,West Babylon,USA
4046,France,Vichy,FRA
4047,Nicaragua,Bilwi,NIC
4048,Gabon,Franceville,GAB
4049,United States,Concord,USA
4050,Latvia,Ventspils,LVA
4051,United States,Rohnert Park,USA
4052,Mexico,Santo Domingo Tehuantepec,MEX
4053,United States,Bell Gardens,USA
4054,Brazil,Caninde,BRA
4055,Uganda,Fort Portal,UGA
4056,Mexico,Montemorelos,MEX
4057,Mexico,Cabo San Lucas,MEX
4058,France,Dieppe,FRA
4059,Canada,Charlottetown,CAN
4060,United States,Hicksville,USA
4061,Uruguay,Mercedes,URY
4062,Zambia,Mansa,ZMB
4063,Bulgaria,Lovech,BGR
4064,Brazil,Salgueiro,BRA
4065,Tunisia,Sidi Bouzid,TUN
4066,Brazil,Penedo,BRA
4067,Brazil,Castro,BRA
4068,Romania,Miercurea-Ciuc,ROU
4069,Mexico,Tizimin,MEX
4070,Brazil,Brumado,BRA
4071,Tanzania,Lindi,TZA
4072,Uruguay,Artigas,URY
4073,United States,Woonsocket,USA
4074,United States,Waipahu,USA
4075,United States,Campbell,USA
4076,Guatemala,Chiquimula,GTM
4077,Canada,Victoriaville,CAN
4078,Brazil,Jaguaquara,BRA
4079,Canada,Grande Prairie,CAN
4080,Congo (Kinshasa),Lusambo,COD
4081,Portugal,Faro,PRT
4082,Angola,Saurimo,AGO
4083,Brazil,Garca,BRA
4084,Uruguay,Minas,URY
4085,Paraguay,Villarrica,PRY
4086,Uganda,Mityana,UGA
4087,Vietnam,Cao Bang,VNM
4088,Brazil,Palmeira dos Indios,BRA
4089,France,Bastia,FRA
4090,United States,Teaneck,USA
4091,Brazil,Frutal,BRA
4092,United States,Wilkes-Barre,USA
4093,Brazil,Chapadinha,BRA
4094,United States,Greenacres,USA
4095,Brazil,Bom Jesus da Lapa,BRA
4096,United States,San Gabriel,USA
4097,South Sudan,Yambio,SSD
4098,United States,La Puente,USA
4099,Turkey,Bilecik,TUR
4100,United States,Chelsea,USA
4101,Central African Republic,Bozoum,CAF
4102,Congo (Kinshasa),Inongo,COD
4103,Djibouti,Ali Sabieh,DJI
4104,Burkina Faso,Kaya,BFA
4105,Guatemala,Salama,GTM
4106,United States,Kendall West,USA
4107,Mexico,Ciudad Constitucion,MEX
4108,United States,Hallandale Beach,USA
4109,India,Daman,IND
4110,Brazil,Laguna,BRA
4111,Botswana,Mochudi,BWA
4112,Papua New Guinea,Goroka,PNG
4113,United Kingdom,Perth,GBR
4114,Hungary,Salgotarjan,HUN
4115,El Salvador,Zacatecoluca,SLV
4116,Tunisia,Tozeur,TUN
4117,Brazil,Russas,BRA
4118,United States,Marumsco,USA
4119,Guatemala,Antigua Guatemala,GTM
4120,Thailand,Roi Et,THA
4121,United States,Annapolis,USA
4122,United States,Keizer,USA
4123,United States,South Miami Heights,USA
4124,United States,Culver City,USA
4125,United States,Montclair,USA
4126,New Zealand,Upper Hutt,NZL
4127,Laos,Xam Nua,LAO
4128,Brazil,Mineiros,BRA
4129,United States,Northglenn,USA
4130,Brazil,Pinheiro,BRA
4131,Ireland,Dun Dealgan,IRL
4132,Brazil,Joacaba,BRA
4133,Australia,Caloundra,AUS
4134,United States,Frankfort,USA
4135,United States,Montclair,USA
4136,United States,Mission Bend,USA
4137,Thailand,Phrae,THA
4138,United States,Stanton,USA
4139,Greece,Kerkyra,GRC
4140,Burundi,Ruyigi,BDI
4141,Vietnam,Ha Giang,VNM
4142,Latvia,Rezekne,LVA
4143,Switzerland,Chur,CHE
4144,Bulgaria,Razgrad,BGR
4145,United States,Aventura,USA
4146,Burkina Faso,Tenkodogo,BFA
4147,United States,Lake Worth,USA
4148,Guatemala,Flores,GTM
4149,Russia,Salekhard,RUS
4150,United States,Hanover Park,USA
4151,Brazil,Remanso,BRA
4152,United States,Valley Stream,USA
4153,United States,Fort Lee,USA
4154,Brazil,Nanuque,BRA
4155,Yemen,Al Bayda',YEM
4156,Mexico,Camargo,MEX
4157,Canada,Penticton,CAN
4158,United States,Park Ridge,USA
4159,Honduras,Juticalpa,HND
4160,Tanzania,Kasulu,TZA
4161,Brazil,Diamantina,BRA
4162,El Salvador,San Vicente,SLV
4163,Yemen,`Ataq,YEM
4164,United States,East Meadow,USA
4165,United States,Kearns,USA
4166,Croatia,Sibenik,HRV
4167,United States,West Hollywood,USA
4168,Thailand,Rayong,THA
4169,Croatia,Dubrovnik,HRV
4170,United States,Egypt Lake-Leto,USA
4171,United States,Richmond West,USA
4172,Brazil,Rosario do Sul,BRA
4173,Guatemala,Retalhuleu,GTM
4174,United States,Lincoln Park,USA
4175,Mexico,Nueva Rosita,MEX
4176,United States,Elmont,USA
4177,Ireland,Drogheda,IRL
4178,Brazil,Cristalina,BRA
4179,Uruguay,San Jose,URY
4180,Sweden,Falun,SWE
4181,Vietnam,Tuyen Quang,VNM
4182,United Kingdom,Dover,GBR
4183,United States,Belleville,USA
4184,United States,Temple City,USA
4185,United States,La Presa,USA
4186,Brazil,Sao Francisco do Sul,BRA
4187,United States,Richfield,USA
4188,Guatemala,Zacapa,GTM
4189,United States,Lauderdale Lakes,USA
4190,United States,Chillum,USA
4191,Tanzania,Kahama,TZA
4192,Cyprus,Paphos,CYP
4193,United States,Manhattan Beach,USA
4194,Portugal,Beja,PRT
4195,United States,Bell,USA
4196,Mongolia,Ulaangom,MNG
4197,Thailand,Phichit,THA
4198,United States,Watertown Town,USA
4199,Brazil,Oriximina,BRA
4200,Brazil,Barreiros,BRA
4201,Honduras,Santa Rosa de Copan,HND
4202,Brazil,Xique-Xique,BRA
4203,Azerbaijan,Goycay,AZE
4204,Mexico,La Barca,MEX
4205,Mexico,Panuco,MEX
4206,Thailand,Loei,THA
4207,Russia,Shumerlya,RUS
4208,Sweden,Karlskrona,SWE
4209,Congo (Kinshasa),Luebo,COD
4210,Kyrgyzstan,Talas,KGZ
4211,Brazil,Jacarezinho,BRA
4212,Venezuela,La Asuncion,VEN
4213,Thailand,Samut Songkhram,THA
4214,Sweden,Kalmar,SWE
4215,Taiwan,Taibao,TWN
4216,Brazil,Itapecuru Mirim,BRA
4217,Mongolia,Olgiy,MNG
4218,Turkey,Sinop,TUR
4219,Denmark,Viborg,DNK
4220,Brazil,Januaria,BRA
4221,Finland,Rovaniemi,FIN
4222,Uganda,Adjumani,UGA
4223,Haiti,Port-de-Paix,HTI
4224,Brazil,Osorio,BRA
4225,United States,University City,USA
4226,Thailand,Satun,THA
4227,United States,Norristown,USA
4228,United States,Oildale,USA
4229,United States,Beverly Hills,USA
4230,United States,Foster City,USA
4231,United States,Englewood,USA
4232,Portugal,Braganca,PRT
4233,Central African Republic,Bouar,CAF
4234,Ethiopia,Goba,ETH
4235,New Zealand,Gisborne,NZL
4236,Tanzania,Babati,TZA
4237,Central African Republic,Sibut,CAF
4238,Malawi,Karonga,MWI
4239,Hungary,Szekszard,HUN
4240,Brazil,Morrinhos,BRA
4241,Brazil,Coroata,BRA
4242,United States,Kaneohe,USA
4243,El Salvador,Ahuachapan,SLV
4244,United States,Chester,USA
4245,Norway,Bodo,NOR
4246,Congo (Brazzaville),Owando,COG
4247,United States,Golden Glades,USA
4248,Italy,Aosta,ITA
4249,United States,Glendale Heights,USA
4250,Uruguay,Durazno,URY
4251,Liberia,Kakata,LBR
4252,United States,Dana Point,USA
4253,Nicaragua,Ocotal,NIC
4254,Burkina Faso,Fada Ngourma,BFA
4255,United States,Fair Oaks,USA
4256,United States,Long Beach,USA
4257,United States,Fair Lawn,USA
4258,United States,Foothill Farms,USA
4259,United States,Buenaventura Lakes,USA
4260,United States,Montgomery Village,USA
4261,Haiti,Jacmel,HTI
4262,United States,Westmont,USA
4263,Thailand,Prachuap Khiri Khan,THA
4264,Portugal,Castelo Branco,PRT
4265,Mexico,Cananea,MEX
4266,Canada,Campbell River,CAN
4267,Mongolia,Choybalsan,MNG
4268,United States,Huntington Station,USA
4269,Angola,Sumbe,AGO
4270,Cambodia,Kampong Speu,KHM
4271,United States,Midvale,USA
4272,United States,Eastchester,USA
4273,Thailand,Tak,THA
4274,Cambodia,Koh Kong,KHM
4275,United States,Lawndale,USA
4276,Russia,Kotovsk,RUS
4277,South Africa,Cradock,ZAF
4278,Central African Republic,Bangassou,CAF
4279,Switzerland,Fribourg,CHE
4280,Canada,Courtenay,CAN
4281,United States,Spring Valley,USA
4282,Brazil,Capitao Poco,BRA
4283,Liberia,Harper,LBR
4284,Canada,Orangeville,CAN
4285,Brazil,Maues,BRA
4286,United States,Eastpointe,USA
4287,United States,Franklin Square,USA
4288,United States,West Little River,USA
4289,Mexico,Tenosique,MEX
4290,United States,Garfield,USA
4291,United States,North Providence,USA
4292,United States,College Park,USA
4293,Turkey,Artvin,TUR
4294,Mexico,Parras de la Fuente,MEX
4295,Turkey,Gumushane,TUR
4296,Uruguay,Florida,URY
4297,Brazil,Paranaiba,BRA
4298,Canada,Moose Jaw,CAN
4299,Brazil,Bocaiuva,BRA
4300,Portugal,Guarda,PRT
4301,Congo (Kinshasa),Boende,COD
4302,South Sudan,Rumbek,SSD
4303,Mayotte,Mamoudzou,MYT
4304,Mexico,Ciudad Sabinas Hidalgo,MEX
4305,Nicaragua,Rivas,NIC
4306,Mexico,Petatlan,MEX
4307,Brazil,Sao Luis Gonzaga,BRA
4308,United States,Parkville,USA
4309,Brazil,Campo Maior,BRA
4310,United States,Uniondale,USA
4311,Uganda,Masindi,UGA
4312,Brazil,Barra do Bugres,BRA
4313,Switzerland,Neuchatel,CHE
4314,Thailand,Krabi,THA
4315,Brazil,Tucano,BRA
4316,United States,San Pablo,USA
4317,Finland,Kouvola,FIN
4318,Ecuador,Tena,ECU
4319,United States,Miami Lakes,USA
4320,United Kingdom,Dumfries,GBR
4321,Niger,Diffa,NER
4322,Haiti,Jeremie,HTI
4323,Norway,Arendal,NOR
4324,United States,Long Branch,USA
4325,United States,Santa Paula,USA
4326,Uganda,Pallisa,UGA
4327,United States,City of Orange,USA
4328,United States,Oceanside,USA
4329,United States,Burlingame,USA
4330,Mexico,Ticul,MEX
4331,United States,Westchester,USA
4332,Ethiopia,Asosa,ETH
4333,Mongolia,Hovd,MNG
4334,United States,San Carlos,USA
4335,Chad,Am Timan,TCD
4336,Mexico,Huatabampo,MEX
4337,United States,Bay Shore,USA
4338,United States,Sterling,USA
4339,Uganda,Nebbi,UGA
4340,Brazil,Presidente Dutra,BRA
4341,New Zealand,Blenheim,NZL
4342,Mexico,Ometepec,MEX
4343,Brazil,Novo Horizonte,BRA
4344,United States,Rahway,USA
4345,Tajikistan,Khorugh,TJK
4346,Jamaica,Savanna-la-Mar,JAM
4347,United States,Golden Gate,USA
4348,Brazil,Iturama,BRA
4349,United States,East Palo Alto,USA
4350,United States,Port Chester,USA
4351,Guinea-Bissau,Bafata,GNB
4352,Cambodia,Stung Treng,KHM
4353,United States,Oak Park,USA
4354,United States,Suisun City,USA
4355,Chad,Doba,TCD
4356,Nicaragua,Jinotepe,NIC
4357,Namibia,Swakopmund,NAM
4358,Norway,Hamar,NOR
4359,Portugal,Santarem,PRT
4360,Brazil,Almenara,BRA
4361,Greece,Mytilini,GRC
4362,El Salvador,Chalatenango,SLV
4363,Vietnam,Bac Kan,VNM
4364,Mexico,San Fernando,MEX
4365,United States,West Falls Church,USA
4366,United States,Englewood,USA
4367,Turkey,Tunceli,TUR
4368,Nicaragua,Boaco,NIC
4369,Central African Republic,Bria,CAF
4370,Greece,Tripoli,GRC
4371,United States,Shamokin,USA
4372,United States,Nutley,USA
4373,United States,Burbank,USA
4374,United States,Ladera Ranch,USA
4375,Panama,Penonome,PAN
4376,Kenya,Kisii,KEN
4377,Paraguay,Pilar,PRY
4378,Canada,Brandon,CAN
4379,Brazil,Ubaitaba,BRA
4380,United States,Melrose,USA
4381,United States,Newburgh,USA
4382,United States,Mililani Town,USA
4383,Congo (Brazzaville),Ouesso,COG
4384,Denmark,Hillerod,DNK
4385,Brazil,Ipora,BRA
4386,Mexico,Escuinapa,MEX
4387,United States,Drexel Hill,USA
4388,Angola,Caxito,AGO
4389,Papua New Guinea,Popondetta,PNG
4390,United States,Winchester,USA
4391,Mongolia,Arvayheer,MNG
4392,Gabon,Mouila,GAB
4393,United States,Bergenfield,USA
4394,Ecuador,Guaranda,ECU
4395,Brazil,Santa Cruz,BRA
4396,Chad,Mongo,TCD
4397,Mongolia,Moron,MNG
4398,Uruguay,Treinta y Tres,URY
4399,Egypt,At Tur,EGY
4400,Brazil,Obidos,BRA
4401,United States,Maywood,USA
4402,Sweden,Nykoping,SWE
4403,Brazil,Niquelandia,BRA
4404,United States,Isla Vista,USA
4405,United States,Imperial Beach,USA
4406,Yemen,Al Ghayzah,YEM
4407,United States,Leisure City,USA
4408,India,Silvassa,IND
4409,United States,Lindenhurst,USA
4410,United States,Belmont,USA
4411,Brazil,Conceicao do Araguaia,BRA
4412,United States,Easton,USA
4413,United States,Lemon Grove,USA
4414,United States,Indiana,USA
4415,United States,West Whittier-Los Nietos,USA
4416,El Salvador,Sensuntepeque,SLV
4417,Tunisia,Siliana,TUN
4418,Austria,Bregenz,AUT
4419,United States,Reisterstown,USA
4420,Uruguay,Rocha,URY
4421,Central African Republic,Nola,CAF
4422,El Salvador,La Union,SLV
4423,South Sudan,Bor,SSD
4424,Brazil,Miracema,BRA
4425,Brazil,Ipu,BRA
4426,Mexico,Champoton,MEX
4427,Liberia,Voinjama,LBR
4428,United States,University Park,USA
4429,United States,Soledad,USA
4430,Canada,Brockville,CAN
4431,Tanzania,Wete,TZA
4432,Sudan,Dongola,SDN
4433,Ireland,Tralee,IRL
4434,Brazil,Canavieiras,BRA
4435,Portugal,Viseu,PRT
4436,Argentina,Rawson,ARG
4437,Brazil,Alenquer,BRA
4438,Mongolia,Bayanhongor,MNG
4439,Papua New Guinea,Mendi,PNG
4440,Brazil,Sena Madureira,BRA
4441,Puerto Rico,Levittown,PRI
4442,Mexico,Tuxpan,MEX
4443,Peru,Chachapoyas,PER
4444,United States,Belmont,USA
4445,United States,Laurel,USA
4446,United States,South Pasadena,USA
4447,Brazil,Granja,BRA
4448,Brazil,Pimenta Bueno,BRA
4449,Liberia,Zwedru,LBR
4450,Brazil,Lapa,BRA
4451,Puerto Rico,Catano,PRI
4452,Cuba,Nueva Gerona,CUB
4453,United States,El Cerrito,USA
4454,Jordan,At Tafilah,JOR
4455,United States,Ossining,USA
4456,Chad,Ati,TCD
4457,Brazil,Sao Lourenco do Sul,BRA
4458,Gabon,Lambarene,GAB
4459,Namibia,Rehoboth,NAM
4460,United States,Baldwin,USA
4461,United States,University Park,USA
4462,United States,Melrose Park,USA
4463,United States,Juneau,USA
4464,Brazil,Colinas,BRA
4465,Papua New Guinea,Wewak,PNG
4466,United States,Cliffside Park,USA
4467,United States,San Lorenzo,USA
4468,Guatemala,San Marcos,GTM
4469,United States,Valinda,USA
4470,Namibia,Katima Mulilo,NAM
4471,Lesotho,Mohale's Hoek,LSO
4472,United States,Lodi,USA
4473,United States,South Bradenton,USA
4474,United States,Suitland,USA
4475,United States,Palm Springs,USA
4476,Ecuador,Puyo,ECU
4477,United States,Rockville Centre,USA
4478,Kenya,Moyale,KEN
4479,Portugal,Covilha,PRT
4480,Brazil,Pires do Rio,BRA
4481,Namibia,Otjiwarongo,NAM
4482,Mexico,Felipe Carrillo Puerto,MEX
4483,United States,Riverbank,USA
4484,United States,Coral Terrace,USA
4485,United States,San Fernando,USA
4486,United States,Maplewood,USA
4487,Canada,Rouyn-Noranda,CAN
4488,United States,Watauga,USA
4489,Thailand,Ranong,THA
4490,United States,Elmwood Park,USA
4491,Mexico,Ciudad Altamirano,MEX
4492,United States,Herndon,USA
4493,Kenya,Lamu,KEN
4494,United States,Bailey's Crossroads,USA
4495,Brazil,Rolim de Moura,BRA
4496,Mexico,San Pedro Pochutla,MEX
4497,United States,Ashland,USA
4498,Cambodia,Tbeng Meanchey,KHM
4499,United States,Oak Ridge,USA
4500,Libya,Ghat,LBY
4501,United States,Peekskill,USA
4502,Senegal,Fatick,SEN
4503,Mongolia,Suhbaatar,MNG
4504,United States,Terrytown,USA
4505,United States,Ewa Gentry,USA
4506,United States,Hialeah Gardens,USA
4507,United States,Kiryas Joel,USA
4508,Lesotho,Quthing,LSO
4509,United States,Carteret,USA
4510,United States,Cudahy,USA
4511,United States,Cloverleaf,USA
4512,Afghanistan,Aibak,AFG
4513,Cambodia,Svay Rieng,KHM
4514,Mali,Koulikoro,MLI
4515,United States,Decatur,USA
4516,Mexico,Paraiso,MEX
4517,Brazil,Iguape,BRA
4518,United States,Rosemont,USA
4519,Ecuador,Macas,ECU
4520,Mexico,Pijijiapan,MEX
4521,Tanzania,Kibaha,TZA
4522,United States,Maywood,USA
4523,Guatemala,Santa Cruz del Quiche,GTM
4524,Brazil,Itambe,BRA
4525,United States,West Rancho Dominguez,USA
4526,Brazil,Santa Maria da Vitoria,BRA
4527,United States,West Puente Valley,USA
4528,Albania,Gjirokaster,ALB
4529,Switzerland,Zug,CHE
4530,United States,Blue Island,USA
4531,Mexico,Magdalena de Kino,MEX
4532,Uruguay,Fray Bentos,URY
4533,Canada,Whitehorse,CAN
4534,Brazil,Nova Cruz,BRA
4535,United States,The Crossings,USA
4536,United States,Copiague,USA
4537,United States,Landover,USA
4538,Congo (Brazzaville),Sibiti,COG
