,country,city_ascii,iso3
2959,Argentina,San Martin,ARG
2960,United States,Independence,USA
2961,Indonesia,Langsa,IDN
2962,Russia,Vyborg,RUS
2963,Venezuela,Calabozo,VEN
2964,Thailand,Chiang Rai,THA
2965,Cameroon,Nkongsamba,CMR
2966,Guinea,Kindia,GIN
2967,Mali,Gao,MLI
2968,United States,Lehigh Acres,USA
2969,Gabon,Port-Gentil,GAB
2970,United States,Richardson,USA
2971,United States,Rochester,USA
2972,China,Huanren,CHN
2973,China,Guangming,CHN
2974,Peru,Puno,PER
2975,Spain,Jaen,ESP
2976,Ukraine,Nizhyn,UKR
2977,China,Yakeshi,CHN
2978,Guinea,Boke,GIN
2979,United States,Gilroy,USA
2980,Russia,Cherkessk,RUS
2981,United States,El Monte,USA
2982,Mexico,Navojoa,MEX
2983,United States,Rock Hill,USA
2984,Niger,Tahoua,NER
2985,Russia,Yelets,RUS
2986,China,Binzhou,CHN
2987,Mozambique,Inhambane,MOZ
2988,United States,Clearwater,USA
2989,United States,Monroe,USA
2990,United States,Dover,USA
2991,United States,Carlsbad,USA
2992,Madagascar,Toliara,MDG
2993,Morocco,Guelmim,MAR
2994,Brazil,Pouso Alegre,BRA
2995,Tajikistan,Kulob,TJK
2996,Tunisia,Nabeul,TUN
2997,Philippines,Tuguegarao,PHL
2998,United States,Norman,USA
2999,Mexico,Ciudad Valles,MEX
3000,United States,Abilene,USA
3001,United States,Bloomington,USA
3002,Romania,Botosani,ROU
3003,Mexico,Las Delicias,MEX
3004,Ukraine,Kam'yanets'-Podil's'kyy,UKR
3005,United States,Texas City,USA
3006,Ethiopia,Giyon,ETH
3007,Ethiopia,Shashemene,ETH
3008,United States,Temecula,USA
3009,United States,Utica,USA
3010,India,Valparai,IND
3011,Angola,Cuito,AGO
3012,Slovenia,Maribor,SVN
3013,United States,St. Cloud,USA
3014,Canada,Kingston,CAN
3015,Turkey,Siirt,TUR
3016,Guinea,Kankan,GIN
3017,China,Zhijiang,CHN
3018,United States,St. George,USA
3019,United States,West Jordan,USA
3020,Hungary,Kecskemet,HUN
3021,Algeria,Laghouat,DZA
3022,Brazil,Botucatu,BRA
3023,United States,Costa Mesa,USA
3024,Russia,Tobol'sk,RUS
3025,United States,Miami Gardens,USA
3026,Chile,Curico,CHL
3027,Norway,Sorum,NOR
3028,United States,Cambridge,USA
3029,Brazil,Santa Cruz do Sul,BRA
3030,Congo (Kinshasa),Kipushi,COD
3031,Japan,Koencho,JPN
3032,United States,Brandon,USA
3033,United Kingdom,Exeter,GBR
3034,United States,Downey,USA
3035,United States,Coeur d'Alene,USA
3036,Kyrgyzstan,Tokmok,KGZ
3037,United States,Westminster,USA
3038,Russia,Nefteyugansk,RUS
3039,China,Shaowu,CHN
3040,Indonesia,Mojokerto,IDN
3041,Romania,Satu Mare,ROU
3042,United States,Elgin,USA
3043,Mexico,Guanajuato,MEX
3044,United States,El Centro,USA
3045,Belarus,Mazyr,BLR
3046,Mexico,Iguala de la Independencia,MEX
3047,United States,Waterloo,USA
3048,Thailand,Nakhon Sawan,THA
3049,Tanzania,Iringa,TZA
3050,Netherlands,Zwolle,NLD
3051,Sri Lanka,Kandy,LKA
3052,Brazil,Conselheiro Lafaiete,BRA
3053,Latvia,Daugavpils,LVA
3054,China,Kuqa,CHN
3055,Indonesia,Magelang,IDN
3056,Argentina,Santa Rosa,ARG
3057,United States,Lowell,USA
3058,Somalia,Jawhar,SOM
3059,United States,Gresham,USA
3060,Spain,Algeciras,ESP
3061,Nigeria,Nsukka,NGA
3062,Nigeria,Nguru,NGA
3063,United States,North Charleston,USA
3064,Turkmenistan,Balkanabat,TKM
3065,United States,San Buenaventura,USA
3066,Mexico,Manzanillo,MEX
3067,Mozambique,Pemba,MOZ
3068,Greece,Volos,GRC
3069,United States,Inglewood,USA
3070,Russia,Noyabr'sk,RUS
3071,Burma,Yenangyaung,MMR
3072,Swaziland,Manzini,SWZ
3073,United States,Pompano Beach,USA
3074,United States,Centennial,USA
3075,United States,West Palm Beach,USA
3076,Malawi,Mzuzu,MWI
3077,Algeria,Bouira,DZA
3078,Brazil,Garanhuns,BRA
3079,United States,Everett,USA
3080,United States,Santa Fe,USA
3081,China,Qingnian,CHN
3082,United States,Richmond,USA
3083,Panama,David,PAN
3084,Ecuador,Milagro,ECU
3085,Russia,Bataysk,RUS
3086,China,Hailun,CHN
3087,Mozambique,Lichinga,MOZ
3088,Benin,Kandi,BEN
3089,China,Dali,CHN
3090,United States,Clovis,USA
3091,China,Tieli,CHN
3092,Colombia,Ipiales,COL
3093,Brazil,Catanduva,BRA
3094,United States,The Woodlands,USA
3095,Hungary,Szombathely,HUN
3096,United States,Pottstown,USA
3097,China,Heihe,CHN
3098,Cambodia,Siem Reap,KHM
3099,Hungary,Szolnok,HUN
3100,Russia,Sergiyev Posad,RUS
3101,Peru,Tumbes,PER
3102,Argentina,San Rafael,ARG
3103,Nicaragua,Matagalpa,NIC
3104,Mexico,Tuxpam de Rodriguez Cano,MEX
3105,Russia,Leninsk-Kuznetskiy,RUS
3106,Côte D’Ivoire,Soubre,CIV
3107,United States,Jacksonville,USA
3108,China,Karamay,CHN
3109,Hungary,Kaposvar,HUN
3110,Mali,Mopti,MLI
3111,Sri Lanka,Trincomalee,LKA
3112,United States,Broken Arrow,USA
3113,United States,Burlington,USA
3114,China,Nehe,CHN
3115,Russia,Kyzyl,RUS
3116,Algeria,Mascara,DZA
3117,Russia,Oktyabr'skiy,RUS
3118,Nigeria,Birnin Kebbi,NGA
3119,Sudan,An Nuhud,SDN
3120,Nicaragua,Esteli,NIC
3121,Italy,Barletta,ITA
3122,Italy,Trento,ITA
3123,Mexico,Escuintla,MEX
3124,Guatemala,Escuintla,GTM
3125,United States,West Covina,USA
3126,Uzbekistan,Kogon,UZB
3127,Romania,Ramnicu Valcea,ROU
3128,Poland,Koszalin,POL
3129,Russia,Obninsk,RUS
3130,Tanzania,Shinyanga,TZA
3131,United States,Turlock,USA
3132,Sweden,Vasteras,SWE
3133,Russia,Chapayevsk,RUS
3134,Laos,Louangphabang,LAO
3135,Congo (Kinshasa),Ilebo,COD
3136,China,Golmud,CHN
3137,Brazil,Apucarana,BRA
3138,United States,Daly City,USA
3139,United States,Eau Claire,USA
3140,Czechia,Pardubice,CZE
3141,Thailand,Ratchaburi,THA
3142,Russia,Elista,RUS
3143,Burma,Taungoo,MMR
3144,United States,Hillsboro,USA
3145,Russia,Kandalaksha,RUS
3146,United States,Sandy Springs,USA
3147,Taiwan,Douliu,TWN
3148,Portugal,Coimbra,PRT
3149,Romania,Drobeta-Turnu Severin,ROU
3150,China,Longjiang,CHN
3151,Belgium,Namur,BEL
3152,United States,Sioux City,USA
3153,United States,Chico,USA
3154,Russia,Novotroitsk,RUS
3155,Indonesia,Raba,IDN
3156,Brazil,Bage,BRA
3157,United States,Norwalk,USA
3158,United States,Salisbury,USA
3159,United States,Jurupa Valley,USA
3160,United States,Lewisville,USA
3161,Russia,Derbent,RUS
3162,Romania,Suceava,ROU
3163,France,Annecy,FRA
3164,Uruguay,Salto,URY
3165,Nigeria,Azare,NGA
3166,Malaysia,Lahad Datu,MYS
3167,Yemen,Sa`dah,YEM
3168,Eritrea,Assab,ERI
3169,Vietnam,Kon Tum,VNM
3170,Mexico,Fresnillo,MEX
3171,Switzerland,Lugano,CHE
3172,South Africa,Queenstown,ZAF
3173,United States,Highlands Ranch,USA
3174,Vietnam,Hoa Binh,VNM
3175,Nicaragua,Granada,NIC
3176,Congo (Kinshasa),Kongolo,COD
3177,Saudi Arabia,Jazan,SAU
3178,United States,Davie,USA
3179,Romania,Focsani,ROU
3180,Brazil,Linhares,BRA
3181,Germany,Cottbus,DEU
3182,Mali,Koutiala,MLI
3183,United States,League City,USA
3184,Bosnia And Herzegovina,Prijedor,BIH
3185,United States,Burbank,USA
3186,United States,San Mateo,USA
3187,United States,Spring Hill,USA
3188,Germany,Jena,DEU
3189,Germany,Gera,DEU
3190,Iran,Torbat-e Jam,IRN
3191,Thailand,Nong Khai,THA
3192,Italy,Brindisi,ITA
3193,South Africa,Mmabatho,ZAF
3194,Kazakhstan,Zhezqazghan,KAZ
3195,Argentina,Tandil,ARG
3196,Chile,San Antonio,CHL
3197,Indonesia,Maumere,IDN
3198,Australia,Albury,AUS
3199,Syria,Al Qamishli,SYR
3200,Ethiopia,Adigrat,ETH
3201,Côte D’Ivoire,Abengourou,CIV
3202,Russia,Kiselevsk,RUS
3203,South Africa,Kroonstad,ZAF
3204,Sudan,Ed Damer,SDN
3205,United States,El Cajon,USA
3206,Congo (Brazzaville),Dolisie,COG
3207,Sri Lanka,Kilinochchi,LKA
3208,Iran,Ahar,IRN
3209,Indonesia,Biak,IDN
3210,Afghanistan,Gardez,AFG
3211,United States,Rialto,USA
3212,Ukraine,Konotop,UKR
3213,Indonesia,Prabumulih,IDN
3214,Egypt,Marsa Matruh,EGY
3215,Mexico,Heroica Guaymas,MEX
3216,Mexico,Parral,MEX
3217,United States,Bend,USA
3218,Vietnam,Vinh Long,VNM
3219,United States,Columbia,USA
3220,Russia,Velikiye Luki,RUS
3221,Cuba,Palma Soriano,CUB
3222,Paraguay,Pedro Juan Caballero,PRY
3223,Laos,Pakxe,LAO
3224,Philippines,Roxas City,PHL
3225,Romania,Piatra Neamt,ROU
3226,Poland,Grudziadz,POL
3227,New Zealand,Lower Hutt,NZL
3228,China,Houzhuang,CHN
3229,United States,Edison,USA
3230,Russia,Ukhta,RUS
3231,Czechia,Liberec,CZE
3232,United States,Charlottesville,USA
3233,South Africa,Bethal,ZAF
3234,United States,La Crosse,USA
3235,United States,Temple,USA
3236,Indonesia,Bontang,IDN
3237,Malaysia,Teluk Intan,MYS
3238,Oman,`Ibri,OMN
3239,United States,Woodbridge,USA
3240,Pakistan,Dera Ismail Khan,PAK
3241,United States,Vista,USA
3242,Russia,Kansk,RUS
3243,United States,Renton,USA
3244,Russia,Sarapul,RUS
3245,Belarus,Maladzyechna,BLR
3246,Czechia,Olomouc,CZE
3247,Brazil,Barretos,BRA
3248,Brazil,Teofilo Otoni,BRA
3249,Colombia,Duitama,COL
3250,Armenia,Vanadzor,ARM
3251,Estonia,Tartu,EST
3252,Italy,Novara,ITA
3253,United States,Sparks,USA
3254,United States,Holland,USA
3255,Algeria,Oum el Bouaghi,DZA
3256,Russia,Solikamsk,RUS
3257,United States,Vacaville,USA
3258,United States,Logan,USA
3259,United States,Allen,USA
3260,Russia,Glazov,RUS
3261,Italy,Ancona,ITA
3262,Tanzania,Bukoba,TZA
3263,Togo,Kpalime,TGO
3264,Japan,Sakata,JPN
3265,Colombia,Magangue,COL
3266,Russia,Ust'-Ilimsk,RUS
3267,Libya,Sabha,LBY
3268,Belarus,Lida,BLR
3269,United States,Longview,USA
3270,Serbia,Subotica,SRB
3271,Thailand,Chanthaburi,THA
3272,China,Tumen,CHN
3273,Sri Lanka,Galle,LKA
3274,Honduras,Ciudad Choluteca,HND
3275,Kenya,Thika,KEN
3276,Turkey,Giresun,TUR
3277,Kenya,Kericho,KEN
3278,Czechia,Ceske Budejovice,CZE
3279,Finland,Lahti,FIN
3280,Brazil,Passos,BRA
3281,United States,Arden-Arcade,USA
3282,Sweden,Orebro,SWE
3283,Mexico,Apatzingan de la Constitucion,MEX
3284,Finland,Jyvaskyla,FIN
3285,Mexico,Ciudad de Atlixco,MEX
3286,United States,Orem,USA
3287,Brazil,Uba,BRA
3288,Philippines,Ozamiz City,PHL
3289,Brazil,Ourinhos,BRA
3290,Croatia,Slavonski Brod,HRV
3291,Malawi,Mangochi,MWI
3292,Tunisia,Ariana,TUN
3293,United States,Compton,USA
3294,Brazil,Trindade,BRA
3295,Brazil,Arapongas,BRA
3296,United States,Bismarck,USA
3297,Kazakhstan,Turkistan,KAZ
3298,Romania,Targu Jiu,ROU
3299,Mexico,Guasave,MEX
3300,Ukraine,Shostka,UKR
3301,Iran,Yasuj,IRN
3302,Congo (Kinshasa),Bunia,COD
3303,Sweden,Linkoping,SWE
3304,Germany,Schwerin,DEU
3305,Turkey,Bolu,TUR
3306,Tanzania,Mtwara,TZA
3307,Brazil,Araguari,BRA
3308,Vietnam,Yen Bai,VNM
3309,Brazil,Corumba,BRA
3310,Jamaica,Half Way Tree,JAM
3311,Bulgaria,Sliven,BGR
3312,Brazil,Erechim,BRA
3313,Nigeria,Yola,NGA
3314,Ethiopia,Mekele,ETH
3315,Russia,Kuznetsk,RUS
3316,Uzbekistan,Guliston,UZB
3317,United States,South Gate,USA
3318,Russia,Magadan,RUS
3319,Italy,Catanzaro,ITA
3320,Czechia,Hradec Kralove,CZE
3321,Brazil,Juazeiro,BRA
3322,Croatia,Osijek,HRV
3323,Jordan,Al `Aqabah,JOR
3324,Ecuador,Latacunga,ECU
3325,Bulgaria,Dobrich,BGR
3326,Azerbaijan,Naxcivan,AZE
3327,Slovakia,Presov,SVK
3328,Turkey,Kirsehir,TUR
3329,United States,Sunrise,USA
3330,Brazil,Bento Goncalves,BRA
3331,United States,Quincy,USA
3332,United Arab Emirates,Al Fujayrah,ARE
3333,Mexico,Lagos de Moreno,MEX
3334,China,Yishui,CHN
3335,Czechia,Usti nad Labem,CZE
3336,United States,Lynn,USA
3337,Kenya,Malindi,KEN
3338,Brazil,Tatui,BRA
3339,Russia,Michurinsk,RUS
3340,China,Dalai,CHN
3341,Afghanistan,Shibirghan,AFG
3342,United Kingdom,Bath,GBR
3343,Australia,Darwin,AUS
3344,New Caledonia,Noumea,NCL
3345,Ghana,Ho,GHA
3346,Colombia,Quibdo,COL
3347,Brazil,Patos,BRA
3348,Romania,Tulcea,ROU
3349,Spain,Santiago de Compostela,ESP
3350,United States,Miami Beach,USA
3351,United States,Santa Monica,USA
3352,Brazil,Tubarao,BRA
3353,France,Calais,FRA
3354,Mexico,Ciudad Guzman,MEX
3355,India,Kohima,IND
3356,Finland,Kuopio,FIN
3357,Tanzania,Kilosa,TZA
3358,Angola,Cabinda,AGO
3359,United States,Westminster,USA
3360,United States,Germantown,USA
3361,Mexico,Tecoman,MEX
3362,Sweden,Helsingborg,SWE
3363,Brazil,Muriae,BRA
3364,Turkey,Nigde,TUR
3365,Mexico,Cuauhtemoc,MEX
3366,Norway,Drammen,NOR
3367,Canada,Moncton,CAN
3368,Austria,Klagenfurt,AUT
3369,United States,San Leandro,USA
3370,Thailand,Phetchaburi,THA
3371,Brazil,Itanhaem,BRA
3372,Dominican Republic,Barahona,DOM
3373,Cameroon,Buea,CMR
3374,Ireland,Limerick,IRL
3375,Botswana,Francistown,BWA
3376,Sweden,Jonkoping,SWE
3377,Brazil,Santana do Livramento,BRA
3378,Albania,Vlore,ALB
3379,United Kingdom,Chester,GBR
3380,China,Fujin,CHN
3381,Senegal,Tambacounda,SEN
3382,Tanzania,Sumbawanga,TZA
3383,China,Wangqing,CHN
3384,Ukraine,Brovary,UKR
3385,Romania,Targoviste,ROU
3386,Brazil,Nova Lima,BRA
3387,Kazakhstan,Taldyqorghan,KAZ
3388,United States,State College,USA
3389,Brazil,Brusque,BRA
3390,Paraguay,Coronel Oviedo,PRY
3391,United States,Citrus Heights,USA
3392,Turkey,Yozgat,TUR
3393,Syria,Ath Thawrah,SYR
3394,Cameroon,Ebolowa,CMR
3395,United States,Hawthorne,USA
3396,Turkey,Agri,TUR
3397,Philippines,Surigao,PHL
3398,Turkey,Canakkale,TUR
3399,Venezuela,San Juan de los Morros,VEN
3400,Sierra Leone,Makeni,SLE
3401,Ukraine,Uman',UKR
3402,Slovakia,Zilina,SVK
3403,Brazil,Assis,BRA
3404,Burkina Faso,Koudougou,BFA
3405,Bulgaria,Shumen,BGR
3406,China,Mishan,CHN
3407,China,Nenjiang,CHN
3408,Benin,Lokossa,BEN
3409,Peru,Huaraz,PER
3410,United States,Whittier,USA
3411,Mauritania,Nouadhibou,MRT
3412,Rwanda,Ruhengeri,RWA
3413,United States,Clifton,USA
3414,Macedonia,Bitola,MKD
3415,Greece,Ioannina,GRC
3416,Mexico,Agua Prieta,MEX
3417,Guatemala,Huehuetenango,GTM
3418,Zambia,Chipata,ZMB
3419,France,Poitiers,FRA
3420,Argentina,Rio Gallegos,ARG
3421,Thailand,Chumphon,THA
3422,France,Versailles,FRA
3423,United States,Alhambra,USA
3424,Brazil,Paulo Afonso,BRA
3425,Brazil,Ituiutaba,BRA
3426,Brazil,Caceres,BRA
3427,Latvia,Liepaja,LVA
3428,Senegal,Louga,SEN
3429,Costa Rica,Puerto Limon,CRI
3430,France,Lorient,FRA
3431,Laos,Savannakhet,LAO
3432,Bolivia,Trinidad,BOL
3433,Brazil,Santana,BRA
3434,Uganda,Mbarara,UGA
3435,United Kingdom,Derry,GBR
3436,Canada,Peterborough,CAN
3437,Rwanda,Gisenyi,RWA
3438,Benin,Ouidah,BEN
3439,Romania,Resita,ROU
3440,Brazil,Codo,BRA
3441,Cambodia,Kampong Cham,KHM
3442,United States,Buena Park,USA
3443,Ecuador,Tulcan,ECU
3444,Madagascar,Antsiranana,MDG
3445,Turkey,Amasya,TUR
3446,Brazil,Araxa,BRA
3447,United States,Cicero,USA
3448,Turkey,Mus,TUR
3449,Thailand,Nan,THA
3450,Bulgaria,Pernik,BGR
3451,Malaysia,Cukai,MYS
3452,New Zealand,Palmerston North,NZL
3453,Guatemala,Chimaltenango,GTM
3454,Slovakia,Banska Bystrica,SVK
3455,Turkey,Kilis,TUR
3456,Albania,Fier,ALB
3457,Ethiopia,Asela,ETH
3458,Ghana,Bolgatanga,GHA
3459,Benin,Abomey,BEN
3460,Tunisia,Kasserine,TUN
3461,Russia,Kaspiysk,RUS
3462,Georgia,Sokhumi,GEO
3463,Brazil,Lavras,BRA
3464,United States,Mountain View,USA
3465,United States,Somerville,USA
3466,Romania,Bistrita,ROU
3467,Brazil,Avare,BRA
3468,Brazil,Formosa,BRA
3469,Peru,Pisco,PER
3470,Mexico,Salina Cruz,MEX
3471,United States,Lakewood,USA
3472,Malawi,Zomba,MWI
3473,Benin,Natitingou,BEN
3474,Australia,Hobart,AUS
3475,Togo,Atakpame,TGO
3476,United States,Deerfield Beach,USA
3477,Turkey,Bingol,TUR
3478,United States,Tustin,USA
3479,Peru,Huacho,PER
3480,Kenya,Kilifi,KEN
3481,United States,Lawrence,USA
3482,Jordan,Al Karak,JOR
3483,Lebanon,Nabatiye,LBN
3484,Mexico,Ciudad Mante,MEX
3485,United States,New Rochelle,USA
3486,Thailand,Prachin Buri,THA
3487,Bulgaria,Haskovo,BGR
3488,Mongolia,Erdenet,MNG
3489,Brazil,Itumbiara,BRA
3490,Burkina Faso,Ouahigouya,BFA
3491,United States,Silver Spring,USA
3492,Brazil,Abaetetuba,BRA
3493,United States,Alameda,USA
3494,Uruguay,Paysandu,URY
3495,Poland,Inowroclaw,POL
3496,Romania,Slatina,ROU
3497,China,Shulan,CHN
3498,Burma,Sagaing,MMR
3499,Greece,Chania,GRC
3500,United States,Cheyenne,USA
3501,Brazil,Tres Lagoas,BRA
3502,Switzerland,Biel/Bienne,CHE
3503,Spain,Ciudad de Ceuta,ESP
3504,Brazil,Sao Joao del Rei,BRA
3505,Sweden,Umea,SWE
3506,Lebanon,Zahle,LBN
3507,Ghana,Wa,GHA
3508,United States,Milpitas,USA
3509,United States,Lebanon,USA
3510,India,Gangtok,IND
3511,United States,Bellflower,USA
3512,United States,Watsonville,USA
3513,Turkey,Hakkari,TUR
3514,Turkey,Kars,TUR
3515,Brazil,Itauna,BRA
3516,Mali,Kayes,MLI
3517,Venezuela,San Carlos,VEN
3518,Brazil,Sao Mateus,BRA
3519,Puerto Rico,Caguas,PRI
3520,France,La Rochelle,FRA
3521,Laos,Thakhek,LAO
3522,Finland,Pori,FIN
3523,Venezuela,San Felipe,VEN
3524,Thailand,Uttaradit,THA
3525,Brazil,Jatai,BRA
3526,Brazil,Sao Joao da Boa Vista,BRA
3527,United States,Davis,USA
3528,United States,Baldwin Park,USA
3529,Brazil,Tucurui,BRA
3530,Zimbabwe,Masvingo,ZWE
3531,Ecuador,Babahoyo,ECU
3532,Thailand,Sakon Nakhon,THA
3533,Russia,Birobidzhan,RUS
3534,Algeria,Tamanrasset,DZA
3535,Russia,Buynaksk,RUS
3536,Ireland,Galway,IRL
3537,Turkey,Nevsehir,TUR
3538,Cambodia,Kampong Chhnang,KHM
3539,United States,Evanston,USA
3540,Brazil,Cachoeira do Sul,BRA
3541,United Kingdom,Greenock,GBR
3542,Spain,Toledo,ESP
3543,United States,Centreville,USA
3544,United States,Camden,USA
3545,Indonesia,Manokwari,IDN
3546,China,Shancheng,CHN
3547,Sweden,Karlstad,SWE
3548,Cambodia,Prey Veng,KHM
3549,Mexico,Cozumel,MEX
3550,Mauritania,Kiffa,MRT
3551,Afghanistan,Farah,AFG
3552,United States,Pine Hills,USA
3553,Tanzania,Mpanda,TZA
3554,Norway,Skien,NOR
3555,France,Roanne,FRA
3556,Romania,Calarasi,ROU
3557,Ethiopia,Nek'emte,ETH
3558,Dominican Republic,San Juan,DOM
3559,Côte D’Ivoire,Dabou,CIV
3560,United States,New Britain,USA
3561,Mexico,Tamazunchale,MEX
3562,Russia,Georgiyevsk,RUS
3563,United Kingdom,Carlisle,GBR
3564,Brazil,Bacabal,BRA
3565,Syria,As Suwayda',SYR
3566,Denmark,Esbjerg,DNK
3567,Oman,Nizwa,OMN
3568,United States,Pawtucket,USA
3569,United States,Lauderhill,USA
3570,Bulgaria,Vratsa,BGR
3571,Brazil,Porto Uniao,BRA
3572,Brazil,Goiana,BRA
3573,Tunisia,Monastir,TUN
3574,Turkey,Cankiri,TUR
3575,South Africa,Upington,ZAF
3576,Turkey,Mardin,TUR
3577,Croatia,Zadar,HRV
3578,United States,Passaic,USA
3579,Brazil,Ijui,BRA
3580,China,Anlu,CHN
3581,Malawi,Salima,MWI
3582,Guinea,Mamou,GIN
3583,Honduras,Comayagua,HND
3584,United States,Wilmington,USA
3585,United States,Lynwood,USA
3586,Burundi,Muyinga,BDI
3587,Brazil,Altamira,BRA
3588,Puerto Rico,Guaynabo,PRI
3589,Thailand,Saraburi,THA
3590,Brazil,Paracatu,BRA
3591,Azerbaijan,Sirvan,AZE
3592,Cabo Verde,Mindelo,CPV
3593,Rwanda,Byumba,RWA
3594,Switzerland,Sankt Gallen,CHE
3595,United Kingdom,Scarborough,GBR
3596,Hungary,Tatabanya,HUN
3597,Turkey,Kastamonu,TUR
3598,United States,Union City,USA
3599,Brazil,Iguatu,BRA
3600,Ghana,Sunyani,GHA
3601,Kyrgyzstan,Karakol,KGZ
3602,Congo (Kinshasa),Lisala,COD
3603,Botswana,Lobatse,BWA
3604,Slovakia,Trnava,SVK
3605,Guatemala,Totonicapan,GTM
3606,Morocco,Ouezzane,MAR
3607,Ethiopia,Arba Minch',ETH
3608,Mexico,Rioverde,MEX
3609,Vietnam,Tuy Hoa,VNM
3610,Brazil,Jabuticabal,BRA
3611,Senegal,Kolda,SEN
3612,Colombia,Arauca,COL
3613,Romania,Vaslui,ROU
3614,Ecuador,Azogues,ECU
3615,Romania,Giurgiu,ROU
3616,Italy,Potenza,ITA
3617,United Kingdom,Ayr,GBR
3618,Mali,Timbuktu,MLI
3619,United States,Gaithersburg,USA
3620,United States,Mount Vernon,USA
3621,Sweden,Gavle,SWE
3622,Italy,L'Aquila,ITA
3623,Sri Lanka,Matara,LKA
3624,Thailand,Narathiwat,THA
3625,Cuba,Artemisa,CUB
3626,Brazil,Balsas,BRA
3627,Malaysia,Putrajaya,MYS
3628,Philippines,Calbayog City,PHL
3629,United States,Redondo Beach,USA
3630,Kenya,Garissa,KEN
3631,Russia,Khanty-Mansiysk,RUS
3632,Mexico,Matehuala,MEX
3633,Mexico,Juchitan de Zaragoza,MEX
3634,United States,South San Francisco,USA
3635,Brazil,Santa Ines,BRA
3636,Algeria,El Bayadh,DZA
3637,Côte D’Ivoire,Dimbokro,CIV
3638,Uganda,Kasese,UGA
3639,Latvia,Jelgava,LVA
3640,Vietnam,Lao Cai,VNM
3641,United States,Bayonne,USA
3642,Peru,Puerto Maldonado,PER
3643,Central African Republic,Mbaiki,CAF
3644,Mexico,Jaltipan de Morelos,MEX
3645,Libya,Nalut,LBY
3646,Yemen,Lahij,YEM
3647,Turkey,Burdur,TUR
3648,Romania,Alba Iulia,ROU
3649,United States,Tamarac,USA
3650,United States,Schenectady,USA
3651,India,Panaji,IND
3652,Brazil,Santo Angelo,BRA
3653,United States,East Orange,USA
3654,Uganda,Masaka,UGA
3655,Ethiopia,Debre Birhan,ETH
3656,Hungary,Bekescsaba,HUN
3657,Guatemala,Coban,GTM
3658,Zambia,Solwezi,ZMB
3659,Azerbaijan,Saki,AZE
3660,Brazil,Gurupi,BRA
3661,Afghanistan,Faizabad,AFG
3662,Guatemala,Mazatenango,GTM
3663,Brazil,Parintins,BRA
3664,Nepal,Nepalganj,NPL
3665,Afghanistan,Taluqan,AFG
3666,France,Arras,FRA
3667,Mexico,Ciudad Hidalgo,MEX
3668,Serbia,Zrenjanin,SRB
3669,United States,Skokie,USA
3670,Brazil,Curvelo,BRA
3671,Malaysia,Kangar,MYS
3672,Israel,Ramla,ISR
3673,United States,Florence-Graham,USA
3674,Norway,Kristiansand,NOR
3675,Brazil,Cacador,BRA
3676,Thailand,Kanchanaburi,THA
3677,Brazil,Irece,BRA
3678,Brazil,Catalao,BRA
3679,United States,Pico Rivera,USA
3680,Thailand,Samut Sakhon,THA
3681,United States,North Bergen,USA
3682,Kenya,Kakamega,KEN
3683,Moldova,Cahul,MDA
3684,Botswana,Molepolole,BWA
3685,Romania,Zalau,ROU
3686,Brazil,Valenca,BRA
3687,Brazil,Vilhena,BRA
3688,United States,Montebello,USA
3689,United States,Brentwood,USA
3690,Central African Republic,Bossangoa,CAF
3691,Belize,Belize City,BLZ
3692,Brazil,Itapeva,BRA
3693,Somalia,Beledweyne,SOM
3694,South Africa,Graaff-Reinet,ZAF
3695,Turkey,Bitlis,TUR
3696,Mexico,Guamuchil,MEX
3697,Tunisia,Tataouine,TUN
3698,Thailand,Surin,THA
3699,United States,La Habra,USA
3700,Tanzania,Singida,TZA
3701,Netherlands,Assen,NLD
3702,United States,North Miami,USA
3703,Central African Republic,Bambari,CAF
3704,Brazil,Tupa,BRA
3705,Hungary,Veszprem,HUN
3706,Papua New Guinea,Madang,PNG
3707,Hungary,Zalaegerszeg,HUN
3708,Afghanistan,Bamyan,AFG
3709,Central African Republic,Berberati,CAF
3710,Zimbabwe,Chinhoyi,ZWE
3711,Tunisia,Medenine,TUN
3712,France,Troyes,FRA
3713,French Guiana,Cayenne,GUF
3714,Portugal,Ponta Delgada,PRT
3715,China,Jianguang,CHN
3716,United States,National City,USA
3717,United States,Malden,USA
3718,Portugal,Portimao,PRT
3719,Somalia,Gaalkacyo,SOM
3720,United States,Monterey Park,USA
3721,Colombia,Yopal,COL
3722,United States,Coconut Creek,USA
3723,France,Cherbourg,FRA
3724,Brazil,Canela,BRA
3725,New Zealand,Nelson,NZL
3726,United States,Cupertino,USA
3727,Romania,Sfantu-Gheorghe,ROU
3728,Nigeria,Lokoja,NGA
3729,Brazil,Piracununga,BRA
3730,Burkina Faso,Banfora,BFA
3731,United States,Gardena,USA
3732,Angola,Mbanza Congo,AGO
3733,Azerbaijan,Lankaran,AZE
3734,Brazil,Pirapora,BRA
3735,Brazil,Caratinga,BRA
3736,United States,La Mesa,USA
3737,Angola,Uige,AGO
3738,United States,South Whittier,USA
3739,United States,Taylorsville,USA
3740,United States,West Allis,USA
3741,Russia,Gorno-Altaysk,RUS
3742,Malawi,Nkhotakota,MWI
3743,United States,Kendale Lakes,USA
3744,Brazil,Itapetinga,BRA
3745,Brazil,Sao Borja,BRA
3746,Sweden,Vaxjo,SWE
3747,Colombia,Leticia,COL
